"Gender","Age","Education","Income","Income2","Occupation","State","Relationship.Status","Obligation","Obligation2","NEP","Vacation.Behaviour","rest and relax","luxury / be spoilt","do sports","excitement, a challenge","not exceed planned budget","realise creativity","fun and entertainment","good company","health and beauty","free-and-easy-going","entertainment facilities","not care about prices","life style of the local people","intense experience of nature","cosiness/familiar atmosphere","maintain unspoilt surroundings","everything organised","unspoilt nature/natural landscape","cultural offers","change of surroundings"
"Male",21,2,"$90,001 to $120,000","90-120k","tradesperson","ACT","single",3.53333333333333,"Q2",2.06666666666667,2.33333333333333,"yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Male",33,6,"$60,001 to $90,000","60-90k","professional","NSW","single",4.26666666666667,"Q4",4.26666666666667,3.88461538461538,"yes","yes","no","yes","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","yes"
"Male",51,3,"more than $240,001",">120k","small business owner","NSW","married",3.36666666666667,"Q1",4,2.91304347826087,"yes","no","no","yes","no","no","no","no","no","yes","no","yes","yes","yes","no","yes","no","no","no","yes"
"Female",67,3,"Less than $30,000","<30k","retired","VIC","married",3,"Q1",4.26666666666667,3.90909090909091,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no"
"Female",34,7,"more than $240,001",">120k","professional","WA","married",3.2,"Q1",3.46666666666667,2.45454545454545,"yes","no","no","yes","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","yes"
"Male",55,1,NA,NA,"Clerical or service worker","VIC","married",3,"Q1",3,2,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Male",51,2,"Less than $30,000","<30k","retired","QLD","separated or divorced",4.1,"Q3",3.26666666666667,3.17857142857143,"yes","no","no","yes","yes","no","yes","yes","yes","no","no","no","yes","no","no","no","no","no","yes","yes"
"Male",32,8,"$90,001 to $120,000","90-120k","professional","VIC","single",3.6,"Q2",3.33333333333333,2.73333333333333,"yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","yes"
"Female",36,7,"$30,001 to $60,000","30-60k",NA,"VIC","separated or divorced",3.43333333333333,"Q2",3.46666666666667,2.6551724137931,"yes","yes","no","no","yes","no","yes","no","yes","yes","no","no","yes","no","yes","no","no","no","yes","yes"
"Female",34,2,"$60,001 to $90,000","60-90k","manager or administrator","NSW","living with a partner",4.43333333333333,"Q4",3.86666666666667,2.85,"yes","no","no","no","yes","no","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","yes"
"Male",55,8,"$90,001 to $120,000","90-120k","professional","SA","separated or divorced",3,"Q1",4.46666666666667,2.46428571428571,"yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no"
"Female",43,6,NA,NA,NA,"VIC","separated or divorced",3.4,"Q2",3.86666666666667,2.9,"yes","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes"
"Male",47,7,"$90,001 to $120,000","90-120k","professional","NSW","married",4.63333333333333,"Q4",4.2,3.86666666666667,"yes","no","no","yes","yes","no","yes","yes","no","no","no","no","yes","yes","no","no","no","yes","yes","yes"
"Male",62,4,"$90,001 to $120,000","90-120k",NA,"Tas","married",3.06666666666667,"Q1",3.2,2.625,"yes","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no","no"
"Female",67,3,"Less than $30,000","<30k","retired","QLD","separated or divorced",3.63333333333333,"Q2",3.33333333333333,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no"
"Male",47,3,"$90,001 to $120,000","90-120k","sales","VIC","separated or divorced",4.73333333333333,"Q4",4.6,2.52,"yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","yes","no","yes","no","yes"
"Male",26,8,"$180,001 to $210,000",">120k","Clerical or service worker","QLD","single",3.4,"Q2",3.26666666666667,2.5,"yes","yes","yes","yes","yes","no","yes","yes","no","yes","no","no","yes","no","no","yes","no","yes","yes","no"
"Male",45,7,"$180,001 to $210,000",">120k","small business owner","QLD","single",3.9,"Q3",3.26666666666667,3.23333333333333,"yes","yes","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","no","no","no","no","no"
"Female",58,3,"$90,001 to $120,000","90-120k","professional","NSW","separated or divorced",3.63333333333333,"Q2",3.66666666666667,3.25,"yes","no","no","no","no","no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","yes","yes"
"Male",74,3,"Less than $30,000","<30k","small business owner","VIC","married",3.43333333333333,"Q2",3.73333333333333,3.06666666666667,"yes","no","no","yes","yes","no","no","no","no","yes","no","yes","no","yes","no","yes","no","yes","yes","yes"
"Male",60,2,"$30,001 to $60,000","30-60k","retired","VIC","living with a partner",3.8,"Q2",3.8,2.91304347826087,"yes","no","no","no","yes","no","yes","yes","yes","yes","yes","no","yes","no","no","no","no","no","no","yes"
"Male",70,8,"$30,001 to $60,000","30-60k","professional","VIC","married",3.96666666666667,"Q3",4.86666666666667,2.63333333333333,"yes","no","yes","yes","yes","no","no","no","no","yes","no","no","yes","yes","no","no","no","no","yes","no"
"Male",60,2,"$120,001 to $150,000",">120k","manager or administrator","NSW","married",4.4,"Q4",4,3.35714285714286,"no","yes","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","yes","yes","yes"
"Male",45,8,"$60,001 to $90,000","60-90k","small business owner","QLD","married",4.13333333333333,"Q3",4.4,4.05263157894737,"yes","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","yes"
"Male",59,1,"more than $240,001",">120k","professional","WA","living with a partner",3.9,"Q3",4.4,2.29166666666667,"yes","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes","no","no"
"Male",59,2,"$150,001 to $180,000",">120k","manager or administrator","NSW","married",3.46666666666667,"Q2",4.06666666666667,2.7,"yes","no","no","no","yes","no","yes","yes","no","no","no","yes","no","no","no","no","yes","no","no","yes"
"Female",43,1,"$60,001 to $90,000","60-90k","home-duties","VIC","married",3.46666666666667,"Q2",3.33333333333333,3.75,"yes","yes","no","no","yes","no","yes","yes","no","yes","no","no","yes","yes","yes","no","no","no","yes","yes"
"Female",68,2,"$30,001 to $60,000","30-60k","retired","VIC","living with a partner",5,"Q4",3.6,4.76666666666667,"yes","yes","yes","no","yes","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","yes","yes"
"Male",56,8,"$30,001 to $60,000","30-60k","retired","VIC","separated or divorced",3.33333333333333,"Q1",3.33333333333333,3.375,"yes","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","yes"
"Female",38,3,"Less than $30,000","<30k","home-duties","NSW","married",3.6,"Q2",3.4,2.16666666666667,"yes","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no"
"Male",57,4,"$120,001 to $150,000",">120k","manager or administrator","VIC","married",3.23333333333333,"Q1",2.86666666666667,3.66666666666667,"yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no"
"Female",36,7,"$90,001 to $120,000","90-120k","manager or administrator","ACT","married",2.56666666666667,"Q1",3.4,2.22727272727273,"yes","yes","no","yes","no","no","yes","yes","no","yes","no","yes","yes","yes","no","no","no","yes","yes","yes"
"Female",63,6,"$60,001 to $90,000","60-90k","retired","NSW","married",4.3,"Q4",2.93333333333333,3.69230769230769,"yes","no","no","no","no","no","no","yes","yes","yes","no","no","no","yes","yes","yes","no","no","no","yes"
"Female",30,8,"$150,001 to $180,000",">120k","manager or administrator","QLD","living with a partner",3.63333333333333,"Q2",2.93333333333333,2.84210526315789,"yes","no","no","yes","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","yes","yes"
"Male",68,7,"$60,001 to $90,000","60-90k","manager or administrator","SA","married",4.06666666666667,"Q3",3.26666666666667,2.2,"yes","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","yes"
"Female",52,7,"$30,001 to $60,000","30-60k","professional","NSW","single",4.46666666666667,"Q4",3.46666666666667,3.95,"yes","no","yes","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","yes"
"Female",56,6,NA,NA,"professional","NSW","separated or divorced",4.9,"Q4",4.26666666666667,3.88461538461538,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"Female",21,3,"Less than $30,000","<30k",NA,"NSW","living with a partner",3.33333333333333,"Q1",3.93333333333333,2.36,"yes","yes","no","no","yes","no","yes","no","no","yes","yes","no","yes","no","yes","no","no","yes","no","yes"
"Female",67,3,"$30,001 to $60,000","30-60k",NA,"QLD","married",3.36666666666667,"Q1",3.33333333333333,2.13793103448276,"no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","yes","no","yes","no","yes"
"Female",19,1,"Less than $30,000","<30k","unemployed","QLD","living with a partner",3,"Q1",3.06666666666667,2.71428571428571,"yes","no","no","no","no","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no"
"Male",31,7,"$150,001 to $180,000",">120k","sales","NSW","married",2.9,"Q1",1.93333333333333,2.57142857142857,"yes","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no"
"Female",45,6,"$30,001 to $60,000","30-60k","home-duties","VIC","separated or divorced",4.53333333333333,"Q4",4.13333333333333,3.40909090909091,"no","no","no","yes","no","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","yes","yes"
"Female",23,3,"$30,001 to $60,000","30-60k","home-duties","NSW","living with a partner",4.36666666666667,"Q4",3.2,3.61904761904762,"yes","no","no","yes","yes","no","yes","yes","no","yes","no","no","yes","no","no","yes","no","yes","no","yes"
"Male",60,8,"$120,001 to $150,000",">120k","small business owner","NSW","married",4.16666666666667,"Q3",3.93333333333333,3.08,"yes","no","no","yes","yes","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","yes","yes"
"Male",62,2,NA,NA,"small business owner","WA","married",3.8,"Q2",3.46666666666667,3.3,"yes","no","no","no","yes","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","yes"
"Male",19,3,"$90,001 to $120,000","90-120k","sales","VIC","single",3.66666666666667,"Q2",3.2,3.25925925925926,"yes","no","no","yes","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",56,3,"$30,001 to $60,000","30-60k","manager or administrator","NSW","separated or divorced",4.46666666666667,"Q4",4.33333333333333,3.95652173913043,"yes","yes","no","no","yes","no","no","no","yes","yes","no","no","no","yes","yes","no","yes","yes","no","yes"
"Male",54,3,"$30,001 to $60,000","30-60k","transport worker","NSW","married",4.56666666666667,"Q4",4.4,4.07692307692308,"yes","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","yes","yes","yes","no","no","yes"
"Male",20,3,"Less than $30,000","<30k",NA,"NSW","single",4.03333333333333,"Q3",3.06666666666667,4.3,"no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes"
"Male",41,8,"$120,001 to $150,000",">120k","professional","SA","married",3.43333333333333,"Q2",3.06666666666667,2.44,"yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","yes"
"Female",35,1,"$30,001 to $60,000","30-60k",NA,"QLD","married",4.33333333333333,"Q4",3.93333333333333,3.25,"yes","no","no","no","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes"
"Female",57,6,"$90,001 to $120,000","90-120k","manager or administrator","NSW","married",3.83333333333333,"Q3",3.33333333333333,2.65384615384615,"yes","no","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","yes","no","no","no","yes"
"Female",32,8,"$90,001 to $120,000","90-120k","professional","VIC","single",4.2,"Q3",4.33333333333333,3.41666666666667,"yes","no","no","yes","yes","no","yes","no","yes","no","no","no","yes","no","no","yes","no","no","yes","yes"
"Female",65,8,"$60,001 to $90,000","60-90k","professional","NSW","separated or divorced",3.46666666666667,"Q2",4.26666666666667,3.3,"no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","yes"
"Female",39,6,"$30,001 to $60,000","30-60k","Clerical or service worker","QLD","single",4.36666666666667,"Q4",3.86666666666667,3.44444444444444,"yes","no","no","yes","yes","no","yes","no","no","yes","no","no","yes","no","yes","no","no","no","yes","yes"
"Male",63,3,"$30,001 to $60,000","30-60k","transport worker","QLD","married",3,"Q1",3.6,3,"yes","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"Male",64,8,"$30,001 to $60,000","30-60k","manager or administrator","VIC","widowed",3.93333333333333,"Q3",4.73333333333333,3.75,"yes","no","no","no","yes","no","no","yes","no","yes","yes","no","yes","no","yes","yes","no","no","no","yes"
"Female",63,1,"$30,001 to $60,000","30-60k","sales","QLD","married",3.6,"Q2",3.33333333333333,2.45833333333333,"yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"Male",36,3,"$150,001 to $180,000",">120k","manager or administrator","ACT","living with a partner",3.4,"Q2",4.13333333333333,2.88,"yes","yes","no","yes","no","no","yes","no","no","no","no","yes","yes","no","no","no","no","no","yes","no"
"Female",42,6,"$30,001 to $60,000","30-60k",NA,"QLD","married",3.2,"Q1",4.4,2.43333333333333,"yes","no","no","yes","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","yes"
"Male",41,3,"Less than $30,000","<30k","small business owner","NSW","single",3,"Q1",2.6,2.95238095238095,"no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",61,6,"$30,001 to $60,000","30-60k","retired","NSW","separated or divorced",2.63333333333333,"Q1",3.13333333333333,NA,"yes","yes","no","yes","yes","no","yes","yes","no","yes","no","no","yes","yes","no","no","yes","no","no","yes"
"Male",31,6,"Less than $30,000","<30k","sales","NSW","single",4.03333333333333,"Q3",3.73333333333333,3.43333333333333,"no","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","no","no","no","no","no","no","no"
"Male",45,7,"$90,001 to $120,000","90-120k","professional","NSW","single",3.73333333333333,"Q2",3.06666666666667,2.2,"yes","yes","no","yes","yes","no","yes","yes","no","yes","yes","no","no","no","yes","yes","no","no","yes","yes"
"Male",38,4,"$90,001 to $120,000","90-120k","sales","NSW","married",2.16666666666667,"Q1",2.53333333333333,2.17241379310345,"yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"Male",25,7,"$60,001 to $90,000","60-90k","small business owner","VIC","single",3.6,"Q2",3.33333333333333,3.4,"yes","no","no","no","no","no","yes","no","no","no","no","no","yes","yes","no","no","no","no","no","yes"
"Female",26,2,"Less than $30,000","<30k","sales","VIC","single",4.56666666666667,"Q4",3.93333333333333,3.22222222222222,"yes","no","no","yes","yes","no","yes","no","yes","no","no","no","no","no","no","no","yes","yes","yes","yes"
"Male",22,3,"$60,001 to $90,000","60-90k","manager or administrator","VIC","single",3.16666666666667,"Q1",3.06666666666667,2.8,"yes","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes"
"Female",67,1,"Less than $30,000","<30k","retired","VIC","married",3.73333333333333,"Q2",3.6,3.66666666666667,"yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes"
"Male",43,6,"$30,001 to $60,000","30-60k",NA,"NSW","separated or divorced",3,"Q1",3.26666666666667,2.61111111111111,"yes","yes","no","no","no","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no","yes"
"Female",56,4,"$60,001 to $90,000","60-90k","professional","NSW","married",3.93333333333333,"Q3",4.33333333333333,2.62962962962963,"yes","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes"
"Female",31,4,"$90,001 to $120,000","90-120k","sales","NSW","single",3.53333333333333,"Q2",3.73333333333333,2.27777777777778,"yes","no","no","yes","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","yes","yes"
"Male",50,6,"$120,001 to $150,000",">120k","manager or administrator","VIC","married",2.13333333333333,"Q1",2.8,2.2,"yes","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","yes"
"Male",20,7,"$30,001 to $60,000","30-60k","unemployed","VIC","single",4,"Q3",3.66666666666667,NA,"yes","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",55,3,"$30,001 to $60,000","30-60k","sales","VIC","widowed",4.63333333333333,"Q4",3.2,3.57142857142857,"yes","yes","no","no","yes","no","yes","yes","yes","yes","yes","no","yes","yes","no","yes","no","yes","yes","yes"
"Female",25,8,"$90,001 to $120,000","90-120k","professional","NSW","married",4.43333333333333,"Q4",4.33333333333333,3.45454545454545,"yes","no","no","no","no","no","yes","no","no","yes","no","yes","yes","no","no","yes","no","yes","yes","yes"
"Male",52,8,"$90,001 to $120,000","90-120k","professional","NSW","married",3.2,"Q1",3.06666666666667,2.48148148148148,"yes","no","no","no","no","no","no","yes","no","yes","no","yes","yes","no","yes","no","no","yes","yes","yes"
"Female",41,3,"$60,001 to $90,000","60-90k","small business owner","NSW","separated or divorced",3.16666666666667,"Q1",3,4,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"Female",63,7,"$30,001 to $60,000","30-60k","retired","QLD","living with a partner",4.56666666666667,"Q4",4.73333333333333,3.42857142857143,"yes","no","no","yes","yes","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no"
"Female",63,6,"Less than $30,000","<30k","sales","NSW","separated or divorced",3.8,"Q2",4.26666666666667,3.88888888888889,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no"
"Female",61,1,"$30,001 to $60,000","30-60k","sales","ACT","married",3.9,"Q3",4.06666666666667,3.35,"yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","no","no","no","no","yes","no"
"Female",37,4,"$90,001 to $120,000","90-120k","manager or administrator","QLD","married",2.93333333333333,"Q1",3,2.24,"no","no","no","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","yes","yes"
"Male",38,3,"$90,001 to $120,000","90-120k","tradesperson","NSW","living with a partner",3.5,"Q2",2.86666666666667,3.4,"yes","no","no","yes","yes","no","no","yes","no","yes","yes","no","yes","no","no","no","no","yes","yes","yes"
"Female",32,8,"$60,001 to $90,000","60-90k","professional","WA","single",3.63333333333333,"Q2",4.33333333333333,2.54166666666667,"yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no"
"Male",33,3,"$60,001 to $90,000","60-90k","manager or administrator","QLD","married",4.43333333333333,"Q4",3.73333333333333,3.88888888888889,"yes","no","yes","yes","yes","no","yes","no","no","no","no","no","yes","yes","no","no","no","yes","no","yes"
"Female",57,2,"Less than $30,000","<30k","retired","NSW","married",3.76666666666667,"Q2",3.6,3.46428571428571,"no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",68,2,"Less than $30,000","<30k","retired","QLD","married",4.23333333333333,"Q4",3.86666666666667,3.19230769230769,"yes","no","no","no","yes","no","no","yes","yes","no","no","no","yes","yes","no","yes","no","yes","no","yes"
"Male",53,2,"$90,001 to $120,000","90-120k","professional","NSW","living with a partner",2.53333333333333,"Q1",4.46666666666667,2.79310344827586,"yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"Female",48,6,"$60,001 to $90,000","60-90k","manager or administrator","VIC","married",3.06666666666667,"Q1",3.2,2.26923076923077,"no","no","no","yes","no","no","yes","yes","no","yes","no","no","yes","no","no","no","no","no","yes","yes"
"Female",23,7,"Less than $30,000","<30k","unemployed","VIC","single",3.53333333333333,"Q2",3.2,2.60714285714286,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Male",26,3,"$30,001 to $60,000","30-60k","sales","SA","single",3.5,"Q2",3.33333333333333,2.53571428571429,"yes","no","no","no","no","no","yes","yes","no","no","no","yes","no","no","yes","no","no","no","no","no"
"Male",35,3,"$30,001 to $60,000","30-60k","manager or administrator","NSW","separated or divorced",3.63333333333333,"Q2",4.13333333333333,2.72,"yes","yes","no","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no"
"Male",50,6,"$30,001 to $60,000","30-60k","manager or administrator","ACT","married",3.63333333333333,"Q2",4.46666666666667,2.84615384615385,"no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","no","yes","yes"
"Female",37,2,"$30,001 to $60,000","30-60k","home-duties","SA","married",4.13333333333333,"Q3",4.2,4,"yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","yes","no","yes","yes","yes"
"Female",44,6,"Less than $30,000","<30k",NA,"WA","married",4.33333333333333,"Q4",4.8,4.9,"yes","yes","no","no","yes","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","yes"
"Male",39,4,"$30,001 to $60,000","30-60k","professional","QLD","living with a partner",4,"Q3",2.33333333333333,2.4,"yes","no","no","no","yes","no","yes","no","no","yes","no","no","no","yes","no","yes","no","yes","no","yes"
"Male",31,8,"$60,001 to $90,000","60-90k","transport worker","VIC","married",4.06666666666667,"Q3",3.93333333333333,3.13333333333333,"yes","yes","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Male",39,4,"$30,001 to $60,000","30-60k","transport worker","QLD","married",3.36666666666667,"Q1",3.73333333333333,3,"yes","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes"
"Male",56,7,"$90,001 to $120,000","90-120k","manager or administrator","VIC","living with a partner",3.46666666666667,"Q2",4,3.41666666666667,"yes","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","yes"
"Female",29,8,"$90,001 to $120,000","90-120k","professional","VIC","married",3.3,"Q1",4.4,2.40909090909091,"yes","yes","no","no","no","no","yes","no","no","yes","no","yes","yes","no","no","no","no","yes","no","yes"
"Male",55,6,"$90,001 to $120,000","90-120k","manager or administrator","SA","married",1.76666666666667,"Q1",2.93333333333333,3.5,"yes","yes","yes","no","no","no","yes","no","no","yes","no","yes","no","no","no","no","no","no","no","yes"
"Female",55,2,"$30,001 to $60,000","30-60k","Clerical or service worker","WA","single",4,"Q3",3.93333333333333,3.76923076923077,"yes","no","no","no","yes","no","no","no","no","yes","no","no","no","no","yes","yes","no","no","no","yes"
"Male",63,4,"$60,001 to $90,000","60-90k","retired","VIC","married",3.33333333333333,"Q1",3.26666666666667,2.32142857142857,"yes","no","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","no","yes","no","yes"
"Female",57,2,"$30,001 to $60,000","30-60k","retired","SA","married",3.8,"Q2",4.33333333333333,2.84210526315789,"yes","no","no","no","yes","no","no","yes","no","yes","no","no","no","no","yes","no","no","no","no","no"
"Female",49,3,"$30,001 to $60,000","30-60k","labourer","NSW","separated or divorced",3.2,"Q1",3.53333333333333,2.5,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Male",65,6,"Less than $30,000","<30k","Clerical or service worker","QLD","married",3.46666666666667,"Q2",3.8,2.52941176470588,"yes","no","no","no","yes","no","no","no","no","yes","yes","no","no","no","yes","yes","no","no","no","yes"
"Female",49,4,"$30,001 to $60,000","30-60k","professional","NSW","married",3.86666666666667,"Q3",4,2.4,"yes","no","no","yes","yes","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","yes","yes"
"Female",44,2,"$60,001 to $90,000","60-90k","Clerical or service worker","QLD","married",4.5,"Q4",4.33333333333333,2.75,"yes","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","yes","no","no","yes","yes"
"Female",41,3,"Less than $30,000","<30k",NA,"NSW","separated or divorced",4.1,"Q3",3.6,3.08333333333333,"yes","no","no","yes","yes","no","no","no","no","yes","no","no","yes","no","yes","yes","no","yes","no","yes"
"Female",32,6,"$60,001 to $90,000","60-90k","manager or administrator","VIC","single",3.86666666666667,"Q3",4.4,2.85,"yes","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","yes"
"Female",32,6,"$120,001 to $150,000",">120k",NA,"NSW","married",3.86666666666667,"Q3",4.33333333333333,3.06666666666667,"yes","no","no","no","no","no","yes","yes","no","no","yes","yes","yes","yes","yes","no","no","no","no","no"
"Male",19,7,"$30,001 to $60,000","30-60k","unemployed","NSW","single",2.1,"Q1",3.8,2,"yes","yes","no","no","yes","no","yes","yes","no","no","no","yes","no","no","no","no","no","no","no","yes"
"Female",31,3,"$60,001 to $90,000","60-90k","professional","VIC","single",3.73333333333333,"Q2",3.86666666666667,3.64285714285714,"yes","no","no","yes","yes","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","yes","yes"
"Male",51,3,"$60,001 to $90,000","60-90k","sales","WA","married",2.2,"Q1",2.4,2.31034482758621,"no","no","no","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","yes"
"Female",48,7,"$60,001 to $90,000","60-90k","small business owner","NSW","married",3.9,"Q3",3.8,2.48148148148148,"yes","yes","yes","no","yes","yes","yes","yes","yes","yes","no","yes","yes","no","no","no","yes","no","no","yes"
"Male",36,7,"$30,001 to $60,000","30-60k","professional","VIC","single",3.56666666666667,"Q2",4,2.63333333333333,"yes","yes","no","yes","no","no","yes","yes","no","yes","no","yes","yes","yes","yes","yes","no","yes","no","yes"
"Female",51,2,"$30,001 to $60,000","30-60k","manager or administrator","QLD","married",3.83333333333333,"Q3",3.33333333333333,4.07692307692308,"yes","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no"
"Male",38,1,"Less than $30,000","<30k","manager or administrator","QLD","married",4.46666666666667,"Q4",3.73333333333333,3.63333333333333,"yes","no","yes","yes","yes","no","yes","yes","no","yes","no","no","no","yes","no","yes","yes","yes","no","no"
"Male",30,6,"$90,001 to $120,000","90-120k","unemployed","QLD","married",3.4,"Q2",4.33333333333333,2.85714285714286,"yes","no","no","yes","yes","no","yes","no","no","yes","no","no","no","no","no","yes","yes","yes","no","yes"
"Female",56,3,"$30,001 to $60,000","30-60k","sales","VIC","separated or divorced",4.2,"Q3",4.66666666666667,4.04166666666667,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Male",20,7,"$30,001 to $60,000","30-60k","sales","SA","single",4.03333333333333,"Q3",3.66666666666667,2.52173913043478,"yes","no","no","yes","yes","no","yes","yes","no","yes","yes","no","no","no","no","no","yes","no","no","yes"
"Female",43,1,"Less than $30,000","<30k","Clerical or service worker","QLD","single",3.23333333333333,"Q1",4.4,NA,"yes","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","no","no","yes","no","yes","yes"
"Male",30,3,"$90,001 to $120,000","90-120k","manager or administrator","VIC","single",3.4,"Q2",3.6,2.19230769230769,"yes","yes","no","yes","no","no","yes","no","no","yes","yes","yes","yes","yes","no","yes","no","no","no","yes"
"Female",30,7,"$60,001 to $90,000","60-90k","Clerical or service worker","VIC","living with a partner",3.6,"Q2",3.06666666666667,3.4,"no","yes","no","yes","no","no","no","yes","no","no","no","no","no","yes","yes","no","no","no","no","no"
"Female",29,6,"$60,001 to $90,000","60-90k","Clerical or service worker","VIC","living with a partner",4.03333333333333,"Q3",4.66666666666667,3.07407407407407,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",48,6,"$30,001 to $60,000","30-60k","small business owner","QLD","separated or divorced",3.23333333333333,"Q1",3.53333333333333,3.16666666666667,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes"
"Female",61,1,"$30,001 to $60,000","30-60k","manager or administrator","VIC","separated or divorced",4.3,"Q4",4.13333333333333,NA,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
